Order Number,Pickup Point ID,SLS Tracking Number,3PL Tracking Number,Seller Name,Seller Phone,Create Time,Status,Shopee Order SN,Buyer Sort Code,Pickup Time,Pickup Driver,DC Receive Time,Assigned Time,Bulky Type,PickUp TaskNumber,Shop ID/DOP ID,ETA,pickup attempts,seller’s fault times,update history,Seller Sort Code,Seller Zipcode,State,City,Neighbor,Seller Address
BR2561421323294,461633669_003,BR2561421323294,,MAX MO (Atacado & Varejo),5511984537583,07/03/2025 09:54,Assigned,2503070J0Y828P,Jardim Gracinda,,,,,N/A,/,461633669,07/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 76"
BR250315165191O,807597901_003,BR250315165191O,,BIG MO,5511986187622,07/03/2025 09:54,Assigned,2503070J0Y828P,Jardim Santo Alberto,,,,,N/A,/,807597901,07/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 76, SALA 02"
BR2505358843090,1326651709_001,BR2505358843090,,TOP VIDA CHINA,5511969673969,07/03/2025 09:54,Created,2503070J0Y828P,Jardim São Savério,,,,,N/A,/,1326651709,07/03/2025 23:59,0,0,,Santo Amaro,04755010,São Paulo,São Paulo,Santo Amaro,"R América Central, 289, sala 03"
BR257749782825A,1326651709_001,BR257749782825A,,TOP VIDA CHINA,5511969673969,07/03/2025 09:54,Created,2503070J0Y828P,Conj. Res. José Bonifácio,,,,,N/A,/,1326651709,07/03/2025 23:59,0,0,,Santo Amaro,04755010,São Paulo,São Paulo,Santo Amaro,"R América Central, 289, sala 03"
BR255565991264J,450571705_003,BR255565991264J,,Camellia Papelaria,5511985639630,07/03/2025 09:54,Assigned,2503070J0Y828P,Vila Figueira,,,,,N/A,/,450571705,07/03/2025 23:59,0,0,,Bom Retiro,01128000,São Paulo,São Paulo,Bom Retiro,"R Barra do Tibaji, 524"
BR256453680926V,1003731394_001,BR256453680926V,,TUDO TOP UTILIDADES,5511997814959,07/03/2025 09:53,Assigned,2503070J0Y828P,Vila Palmares,,,,,N/A,/,1003731394,07/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA10"
BR252141930095M,569114904_002,BR252141930095M,,BEST MO,5511983993320,07/03/2025 09:53,Assigned,2503070J0Y828P,Jardim Regina,,,,,N/A,/,569114904,07/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 72"
BR259339077770H,1003731394_001,BR259339077770H,,TUDO TOP UTILIDADES,5511997814959,07/03/2025 09:53,Assigned,2503070J0Y828P,Jardim Umuarama,,,,,N/A,/,1003731394,07/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA10"
BR2511663849223,832040275_003,BR2511663849223,,P&H  Oficial,5511915914778,07/03/2025 09:52,Assigned,2503070J0Y828P,Jardim Nova Taboão,,,,,N/A,/,832040275,07/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA 05"
BR2588065080688,461633669_003,BR2588065080688,,MAX MO (Atacado & Varejo),5511984537583,07/03/2025 09:52,Assigned,2503070J0Y828P,Parque Boa Esperança,,,,,N/A,/,461633669,07/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 76"
BR254238266448B,717127904_002,BR254238266448B,,BK Eletrônicos,5511947489878,07/03/2025 09:52,Assigned,2503070J0Y828P,Piratininga,,,,,N/A,/,717127904,07/03/2025 23:59,0,0,,Luz,01105010,São Paulo,São Paulo,Luz,"Rua Dutra Rodrigues, 43"
BR2502508704587,349256943_002,BR2502508704587,,<CHG^CHC>,5511983863666,07/03/2025 09:51,Assigned,2503070J0Y828P,Novo Osasco,,,,,N/A,/,349256943,07/03/2025 23:59,0,0,,Pari,03026000,São Paulo,São Paulo,Pari,"R Silva Teles, 956"
BR2566946062310,349256943_002,BR2566946062310,,<CHG^CHC>,5511983863666,07/03/2025 09:51,Assigned,2503070J0Y828P,Conjunto Residencial Butantã,,,,,N/A,/,349256943,07/03/2025 23:59,0,0,,Pari,03026000,São Paulo,São Paulo,Pari,"R Silva Teles, 956"
BR2597934405756,702087802_003,BR2597934405756,,YU YI,5511952946666,07/03/2025 09:51,Created,2503070J0Y828P,Chácara Inglesa,,,,,N/A,/,702087802,07/03/2025 23:59,0,0,,Pari,03026000,São Paulo,São Paulo,Pari,"R Silva Teles, 0956, SALA 002"
BR2546868084527,702087802_003,BR2546868084527,,YU YI,5511952946666,07/03/2025 09:51,Created,2503070J0Y828P,Vila Maria Alta,,,,,N/A,/,702087802,07/03/2025 23:59,0,0,,Pari,03026000,São Paulo,São Paulo,Pari,"R Silva Teles, 0956, SALA 002"
BR2548524707045,757398018_002,BR2548524707045,,Zh Varidades Store,5511973452194,07/03/2025 09:50,Created,2503070J0Y828P,Vila São João,,,,,N/A,/,757398018,07/03/2025 23:59,0,0,,Brás,03041010,São Paulo,São Paulo,Brás,"Rua Paraná, 42"
BR2559792035425,757398018_002,BR2559792035425,,Zh Varidades Store,5511973452194,07/03/2025 09:50,Created,2503070J0Y828P,República,,,,,N/A,/,757398018,07/03/2025 23:59,0,0,,Brás,03041010,São Paulo,São Paulo,Brás,"Rua Paraná, 42"
BR2586088122477,757398018_002,BR2586088122477,,Zh Varidades Store,5511973452194,07/03/2025 09:50,Created,2503070J0Y828P,Jardim João XXIII,,,,,N/A,/,757398018,07/03/2025 23:59,0,0,,Brás,03041010,São Paulo,São Paulo,Brás,"Rua Paraná, 42"
BR2571079759526,757398018_002,BR2571079759526,,Zh Varidades Store,5511973452194,07/03/2025 09:50,Created,2503070J0Y828P,Vila Olímpia,,,,,N/A,/,757398018,07/03/2025 23:59,0,0,,Brás,03041010,São Paulo,São Paulo,Brás,"Rua Paraná, 42"
BR2518736317355,413122741_005,BR2518736317355,,Universo das utilidades_,5531987885271,07/03/2025 09:50,Assigned,2503070J0Y828P,Sacomã,,,,,N/A,/,413122741,07/03/2025 23:59,0,0,,Vila Maria,02116000,São Paulo,São Paulo,Vila Maria,"R Dr Afonso Vergueiro, 739"
BR2549356163469,807581166_003,BR2549356163469,,REAL MO,5511985223888,07/03/2025 09:50,Assigned,2503070J0Y828P,Mooca,,,,,N/A,/,807581166,07/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 76, SALA 01"
BR2552170655655,461633669_003,BR2552170655655,,MAX MO (Atacado & Varejo),5511984537583,07/03/2025 09:48,Assigned,2503070J0Y828P,Vila Graciosa,,,,,N/A,/,461633669,07/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 76"
BR259115459165P,344585949_002,BR259115459165P,,lilookli,5511984008072,07/03/2025 09:47,Assigned,2503070J0Y828P,Parque Guarani,,,,,N/A,/,344585949,07/03/2025 23:59,0,0,,Santana,02016001,São Paulo,São Paulo,Santana,"R Salete, 251, 1 anda"
BR258475672653W,330130080_002,BR258475672653W,,LiLi tendência,5511977712888,07/03/2025 09:47,Created,2503070J0Y828P,Jardim Itapura,,,,,N/A,/,330130080,07/03/2025 23:59,0,0,,Centro,01022020,São Paulo,São Paulo,Centro,"R Cav Basílio Jafet, 127, 5 anda 53"
BR2567129947540,330130080_002,BR2567129947540,,LiLi tendência,5511977712888,07/03/2025 09:47,Created,2503070J0Y828P,Jardim Belval,,,,,N/A,/,330130080,07/03/2025 23:59,0,0,,Centro,01022020,São Paulo,São Paulo,Centro,"R Cav Basílio Jafet, 127, 5 anda 53"
BR250583542183L,297548407_002,BR250583542183L,,COLORFUL ROSA,5511987660999,07/03/2025 09:47,Created,2503070J0Y828P,Cidade Líder,,,,,N/A,/,297548407,07/03/2025 23:59,0,0,,Canindé,03031010,São Paulo,São Paulo,Canindé,"R Vitor Hugo, 53, 2ºANDAR"
BR2574237073960,292328319_006,BR2574237073960,,MILA.TOK,5511969792899,07/03/2025 09:47,Assigned,2503070J0Y828P,Vila Franca,,,,,N/A,/,292328319,07/03/2025 23:59,0,0,,Centro,01033001,São Paulo,São Paulo,Centro,"Avenida Cásper Líbero, 441, LOJA"
BR254132977191K,832040275_003,BR254132977191K,,P&H  Oficial,5511915914778,07/03/2025 09:47,Assigned,2503070J0Y828P,Centro,,,,,N/A,/,832040275,07/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA 05"
BR257410774450Y,1053431316_002,BR257410774450Y,,pexinxou,5511916924370,07/03/2025 09:46,Assigned,2503070J0Y828P,Jardim Japão,,,,,N/A,/,1053431316,07/03/2025 23:59,0,0,,Cidade Jardim Cumbica,07180170,São Paulo,Guarulhos,Cidade Jardim Cumbica,"Rua Buritama, 61"
BR251166807629Q,450571705_003,BR251166807629Q,,Camellia Papelaria,5511985639630,07/03/2025 09:46,Pickup Retry,2503070J0Y828P,Jardim Paulistano,,,,,N/A,/,450571705,07/03/2025 23:59,1,1,,Bom Retiro,01128000,São Paulo,São Paulo,Bom Retiro,"R Barra do Tibaji, 524"
BR254135446440W,569114904_002,BR254135446440W,,BEST MO,5511983993320,07/03/2025 09:46,Assigned,2503070J0Y828P,Padroeira,,,,,N/A,/,569114904,07/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 72"
BR259866621775U,800141672_003,BR259866621775U,,Wang Maquiagem,5511949022222,07/03/2025 09:46,Assigned,2503070J0Y828P,Vila Dom Pedro II,,,,,N/A,/,800141672,07/03/2025 23:59,0,0,,Centro,01029010,São Paulo,São Paulo,Centro,"Largo de São Bento, 64, 8 andar"
BR257169908145Q,461633669_003,BR257169908145Q,,MAX MO (Atacado & Varejo),5511984537583,07/03/2025 09:44,Assigned,2503070J0Y828P,Jardim Casablanca,,,,,N/A,/,461633669,07/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 76"
BR2523990634801,807581166_003,BR2523990634801,,REAL MO,5511985223888,07/03/2025 09:44,Assigned,2503070J0Y828P,Jardim Santa Cruz (Zona Norte),,,,,N/A,/,807581166,07/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 76, SALA 01"
BR2580779539523,832036467_003,BR2580779539523,,RISESHOP_brasil,5511915822411,07/03/2025 09:44,Assigned,2503070J0Y828P,Vila Matilde,,,,,N/A,/,832036467,07/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA 06"
BR2523557378793,828167049_003,BR2523557378793,,Clipz,5511983838223,07/03/2025 09:44,Created,2503070J0Y828P,Vila Nhocune,,,,,N/A,/,828167049,07/03/2025 23:59,0,0,,Casa Verde,02515010,São Paulo,São Paulo,Casa Verde,"Rua Jaguarete, 43 1A, Ao Lado da escola"
BR257970109533Z,386229377_002,BR257970109533Z,,Livraria Cordeiro,5511947872160,07/03/2025 09:44,Assigned,2503070J0Y828P,Parada XV de Novembro,,,,,N/A,/,386229377,07/03/2025 23:59,0,0,,Vila Frugoli,03674030,São Paulo,São Paulo,Vila Frugoli,"R Olímpio Guilherme, 263"
BR2583262405992,832036467_003,BR2583262405992,,RISESHOP_brasil,5511915822411,07/03/2025 09:44,Assigned,2503070J0Y828P,Santa Efigênia,,,,,N/A,/,832036467,07/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA 06"
BR259123588494X,832036467_003,BR259123588494X,,RISESHOP_brasil,5511915822411,07/03/2025 09:44,Assigned,2503070J0Y828P,Vila Santa Lúcia,,,,,N/A,/,832036467,07/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA 06"
BR2547232483086,1252530348,BR2547232483086,,IDEAL LIFE.br,5511999675269,07/03/2025 09:43,Assigned,2503070J0Y828P,Jardim Santa Efigênia,,,,,N/A,/,1252530348,07/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, sala15"
BR251413013858N,386229377_002,BR251413013858N,,Livraria Cordeiro,5511947872160,07/03/2025 09:43,Assigned,2503070J0Y828P,Jardim Santa Efigênia,,,,,N/A,/,386229377,07/03/2025 23:59,0,0,,Vila Frugoli,03674030,São Paulo,São Paulo,Vila Frugoli,"R Olímpio Guilherme, 263"
BR257124513962L,828167049_003,BR257124513962L,,Clipz,5511983838223,07/03/2025 09:43,Created,2503070J0Y828P,Vila Moinho Velho,,,,,N/A,/,828167049,07/03/2025 23:59,0,0,,Casa Verde,02515010,São Paulo,São Paulo,Casa Verde,"Rua Jaguarete, 43 1A, Ao Lado da escola"
BR256255486460U,330130080_002,BR256255486460U,,LiLi tendência,5511977712888,07/03/2025 09:42,Created,2503070J0Y828P,Parque Santa Teresa,,,,,N/A,/,330130080,07/03/2025 23:59,0,0,,Centro,01022020,São Paulo,São Paulo,Centro,"R Cav Basílio Jafet, 127, 5 anda 53"
BR256810300048P,330130080_002,BR256810300048P,,LiLi tendência,5511977712888,07/03/2025 09:42,Created,2503070J0Y828P,Jardim Maria Dirce,,,,,N/A,/,330130080,07/03/2025 23:59,0,0,,Centro,01022020,São Paulo,São Paulo,Centro,"R Cav Basílio Jafet, 127, 5 anda 53"
BR2508591504720,1207315201_001,BR2508591504720,,Havam Store Chinelaria,5511945113985,07/03/2025 09:42,Created,2503070J0Y828P,Vila Marte,,,,,N/A,/,1207315201,07/03/2025 23:59,0,0,,Jardim Adutora,03988010,São Paulo,São Paulo,Jardim Adutora,"Avenida Sapopemba, 7835, Loja de Chinelos"
BR255592598489Z,1207315201_001,BR255592598489Z,,Havam Store Chinelaria,5511945113985,07/03/2025 09:42,Created,2503070J0Y828P,Vila Mariana,,,,,N/A,/,1207315201,07/03/2025 23:59,0,0,,Jardim Adutora,03988010,São Paulo,São Paulo,Jardim Adutora,"Avenida Sapopemba, 7835, Loja de Chinelos"
BR2512513882311,1207315201_001,BR2512513882311,,Havam Store Chinelaria,5511945113985,07/03/2025 09:42,Created,2503070J0Y828P,Vila Nova Urupês,,,,,N/A,/,1207315201,07/03/2025 23:59,0,0,,Jardim Adutora,03988010,São Paulo,São Paulo,Jardim Adutora,"Avenida Sapopemba, 7835, Loja de Chinelos"
BR251082830465T,1207315201_001,BR251082830465T,,Havam Store Chinelaria,5511945113985,07/03/2025 09:42,Created,2503070J0Y828P,Novo Osasco,,,,,N/A,/,1207315201,07/03/2025 23:59,0,0,,Jardim Adutora,03988010,São Paulo,São Paulo,Jardim Adutora,"Avenida Sapopemba, 7835, Loja de Chinelos"
BR254502241762U,1207315201_001,BR254502241762U,,Havam Store Chinelaria,5511945113985,07/03/2025 09:42,Created,2503070J0Y828P,Parque Cecap,,,,,N/A,/,1207315201,07/03/2025 23:59,0,0,,Jardim Adutora,03988010,São Paulo,São Paulo,Jardim Adutora,"Avenida Sapopemba, 7835, Loja de Chinelos"
BR252871455905V,1207315201_001,BR252871455905V,,Havam Store Chinelaria,5511945113985,07/03/2025 09:42,Created,2503070J0Y828P,Jardim São Paulo,,,,,N/A,/,1207315201,07/03/2025 23:59,0,0,,Jardim Adutora,03988010,São Paulo,São Paulo,Jardim Adutora,"Avenida Sapopemba, 7835, Loja de Chinelos"
BR2535906165651,1207315201_001,BR2535906165651,,Havam Store Chinelaria,5511945113985,07/03/2025 09:42,Created,2503070J0Y828P,Bela Aliança,,,,,N/A,/,1207315201,07/03/2025 23:59,0,0,,Jardim Adutora,03988010,São Paulo,São Paulo,Jardim Adutora,"Avenida Sapopemba, 7835, Loja de Chinelos"
BR2513759268812,1207315201_001,BR2513759268812,,Havam Store Chinelaria,5511945113985,07/03/2025 09:42,Created,2503070J0Y828P,Jd antártica,,,,,N/A,/,1207315201,07/03/2025 23:59,0,0,,Jardim Adutora,03988010,São Paulo,São Paulo,Jardim Adutora,"Avenida Sapopemba, 7835, Loja de Chinelos"
BR250514247709Z,1207315201_001,BR250514247709Z,,Havam Store Chinelaria,5511945113985,07/03/2025 09:42,Created,2503070J0Y828P,Liberdade,,,,,N/A,/,1207315201,07/03/2025 23:59,0,0,,Jardim Adutora,03988010,São Paulo,São Paulo,Jardim Adutora,"Avenida Sapopemba, 7835, Loja de Chinelos"
BR2567966236791,1207315201_001,BR2567966236791,,Havam Store Chinelaria,5511945113985,07/03/2025 09:42,Created,2503070J0Y828P,Jardim Cumbica,,,,,N/A,/,1207315201,07/03/2025 23:59,0,0,,Jardim Adutora,03988010,São Paulo,São Paulo,Jardim Adutora,"Avenida Sapopemba, 7835, Loja de Chinelos"
BR2593470778559,292328319_006,BR2593470778559,,MILA.TOK,5511969792899,07/03/2025 09:41,Assigned,2503070J0Y828P,Centro,,,,,N/A,/,292328319,07/03/2025 23:59,0,0,,Centro,01033001,São Paulo,São Paulo,Centro,"Avenida Cásper Líbero, 441, LOJA"
BR256419637739Y,292328319_006,BR256419637739Y,,MILA.TOK,5511969792899,07/03/2025 09:41,Assigned,2503070J0Y828P,Cambuci,,,,,N/A,/,292328319,07/03/2025 23:59,0,0,,Centro,01033001,São Paulo,São Paulo,Centro,"Avenida Cásper Líbero, 441, LOJA"
BR2533152225557,292328319_006,BR2533152225557,,MILA.TOK,5511969792899,07/03/2025 09:41,Assigned,2503070J0Y828P,Jardim Paulista,,,,,N/A,/,292328319,07/03/2025 23:59,0,0,,Centro,01033001,São Paulo,São Paulo,Centro,"Avenida Cásper Líbero, 441, LOJA"
BR259222319653D,292328319_006,BR259222319653D,,MILA.TOK,5511969792899,07/03/2025 09:41,Assigned,2503070J0Y828P,Aclimação,,,,,N/A,/,292328319,07/03/2025 23:59,0,0,,Centro,01033001,São Paulo,São Paulo,Centro,"Avenida Cásper Líbero, 441, LOJA"
BR2583285968783,989926234_003,BR2583285968783,,TIKO SHOP,5511915877777,07/03/2025 09:41,Created,2503070J0Y828P,São Judas,,,,,N/A,/,989926234,07/03/2025 23:59,0,0,,Bom Retiro,01128020,São Paulo,São Paulo,Bom Retiro,"Rua Mamoré, 180"
BR2589930728164,292328319_006,BR2589930728164,,MILA.TOK,5511969792899,07/03/2025 09:41,Assigned,2503070J0Y828P,Ponte Grande,,,,,N/A,/,292328319,07/03/2025 23:59,0,0,,Centro,01033001,São Paulo,São Paulo,Centro,"Avenida Cásper Líbero, 441, LOJA"
BR2535753750629,292328319_006,BR2535753750629,,MILA.TOK,5511969792899,07/03/2025 09:41,Assigned,2503070J0Y828P,Vila lurdes,,,,,N/A,/,292328319,07/03/2025 23:59,0,0,,Centro,01033001,São Paulo,São Paulo,Centro,"Avenida Cásper Líbero, 441, LOJA"
BR2503587450768,292328319_006,BR2503587450768,,MILA.TOK,5511969792899,07/03/2025 09:41,Assigned,2503070J0Y828P,Parque Savoy City,,,,,N/A,/,292328319,07/03/2025 23:59,0,0,,Centro,01033001,São Paulo,São Paulo,Centro,"Avenida Cásper Líbero, 441, LOJA"
BR252641576798X,292328319_006,BR252641576798X,,MILA.TOK,5511969792899,07/03/2025 09:41,Assigned,2503070J0Y828P,São Pedro,,,,,N/A,/,292328319,07/03/2025 23:59,0,0,,Centro,01033001,São Paulo,São Paulo,Centro,"Avenida Cásper Líbero, 441, LOJA"
BR2547759730176,292328319_006,BR2547759730176,,MILA.TOK,5511969792899,07/03/2025 09:41,Assigned,2503070J0Y828P,Jardim Modelo,,,,,N/A,/,292328319,07/03/2025 23:59,0,0,,Centro,01033001,São Paulo,São Paulo,Centro,"Avenida Cásper Líbero, 441, LOJA"
BR2557266357424,292328319_006,BR2557266357424,,MILA.TOK,5511969792899,07/03/2025 09:41,Assigned,2503070J0Y828P,Campestre,,,,,N/A,/,292328319,07/03/2025 23:59,0,0,,Centro,01033001,São Paulo,São Paulo,Centro,"Avenida Cásper Líbero, 441, LOJA"
BR2561974955552,292328319_006,BR2561974955552,,MILA.TOK,5511969792899,07/03/2025 09:41,Assigned,2503070J0Y828P,Vila Rica,,,,,N/A,/,292328319,07/03/2025 23:59,0,0,,Centro,01033001,São Paulo,São Paulo,Centro,"Avenida Cásper Líbero, 441, LOJA"
BR250001724496U,292328319_006,BR250001724496U,,MILA.TOK,5511969792899,07/03/2025 09:41,Assigned,2503070J0Y828P,Cidade A.E Carvalho,,,,,N/A,/,292328319,07/03/2025 23:59,0,0,,Centro,01033001,São Paulo,São Paulo,Centro,"Avenida Cásper Líbero, 441, LOJA"
BR257971889676A,292328319_006,BR257971889676A,,MILA.TOK,5511969792899,07/03/2025 09:41,Assigned,2503070J0Y828P,Melville Empresarial I e II,,,,,N/A,/,292328319,07/03/2025 23:59,0,0,,Centro,01033001,São Paulo,São Paulo,Centro,"Avenida Cásper Líbero, 441, LOJA"
BR2551471915491,292328319_006,BR2551471915491,,MILA.TOK,5511969792899,07/03/2025 09:41,Assigned,2503070J0Y828P,Parque Imperial,,,,,N/A,/,292328319,07/03/2025 23:59,0,0,,Centro,01033001,São Paulo,São Paulo,Centro,"Avenida Cásper Líbero, 441, LOJA"
BR250074621470U,292328319_006,BR250074621470U,,MILA.TOK,5511969792899,07/03/2025 09:41,Assigned,2503070J0Y828P,Vila Brasilina,,,,,N/A,/,292328319,07/03/2025 23:59,0,0,,Centro,01033001,São Paulo,São Paulo,Centro,"Avenida Cásper Líbero, 441, LOJA"
BR250746509532L,292328319_006,BR250746509532L,,MILA.TOK,5511969792899,07/03/2025 09:41,Assigned,2503070J0Y828P,Vila Tolstoi,,,,,N/A,/,292328319,07/03/2025 23:59,0,0,,Centro,01033001,São Paulo,São Paulo,Centro,"Avenida Cásper Líbero, 441, LOJA"
BR252424497917D,292328319_006,BR252424497917D,,MILA.TOK,5511969792899,07/03/2025 09:41,Assigned,2503070J0Y828P,Vila Santa Edwiges,,,,,N/A,/,292328319,07/03/2025 23:59,0,0,,Centro,01033001,São Paulo,São Paulo,Centro,"Avenida Cásper Líbero, 441, LOJA"
