Order Number,Pickup Point ID,SLS Tracking Number,3PL Tracking Number,Seller Name,Seller Phone,Create Time,Status,Shopee Order SN,Buyer Sort Code,Pickup Time,Pickup Driver,DC Receive Time,Assigned Time,Bulky Type,PickUp TaskNumber,Shop ID/DOP ID,ETA,pickup attempts,seller’s fault times,update history,Seller Sort Code,Seller Zipcode,State,City,Neighbor,Seller Address
BR2526599184181,807581166_003,BR2526599184181,,REAL MO,5511985223888,05/03/2025 16:07,Inbounded,250305QY339NC6,Vila nhocuné,06/03/2025 09:07,Ademir chaves de morais junior,06/03/2025 11:05,06/03/2025 08:01,N/A,PT2025030613C1W,807581166,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 76, SALA01"
BR2586939655262,832036467_003,BR2586939655262,,RISESHOP_brasil,5511915822411,05/03/2025 16:06,Inbounded,250305QY339NC6,Santo Amaro,06/03/2025 09:36,Ademir chaves de morais junior,06/03/2025 11:06,06/03/2025 08:01,N/A,PT2025030613C27,832036467,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA06"
BR253872784936F,569114904_002,BR253872784936F,,BEST MO,5511983993320,05/03/2025 16:06,Inbounded,250305QY339NC6,Penha de França,06/03/2025 09:43,Ademir chaves de morais junior,06/03/2025 11:04,06/03/2025 08:01,N/A,PT2025030613C26,569114904,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 72"
BR251755937900J,807581166_003,BR251755937900J,,REAL MO,5511985223888,05/03/2025 16:06,Inbounded,250305QY339NC6,Santo Amaro,06/03/2025 09:33,Ademir chaves de morais junior,06/03/2025 11:07,06/03/2025 08:01,N/A,PT2025030613C1W,807581166,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 76, SALA01"
BR259365542031Z,1003085235_004,BR259365542031Z,,INFINITY COMERCIO DE VARIEDADES,5511944438579,05/03/2025 16:06,Inbounded,250305QY339NC6,Vila Maria,06/03/2025 12:21,Ademir chaves de morais junior,06/03/2025 13:40,06/03/2025 08:01,N/A,PT2025030613IPW,1003085235,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA09"
BR258073479877Z,569114904_002,BR258073479877Z,,BEST MO,5511983993320,05/03/2025 16:05,Inbounded,250305QY339NC6,Vila Urupês,06/03/2025 09:33,Ademir chaves de morais junior,06/03/2025 11:05,06/03/2025 08:01,N/A,PT2025030613C26,569114904,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 72"
BR250178481233K,863567458_002,BR250178481233K,,Sos Group,5511940806656,05/03/2025 16:03,Inbounded,250305QY339NC6,Belenzinho,06/03/2025 12:26,ALEXANDRE ZANQUINI DE SOUZA,06/03/2025 13:10,06/03/2025 11:47,N/A,PT2025030613JBV,863567458,05/03/2025 23:59,0,0,,Jardim Japão,02135001,São Paulo,São Paulo,Jardim Japão,"Av Conceição, 3290, Galpão"
BR257427296916X,832036467_003,BR257427296916X,,RISESHOP_brasil,5511915822411,05/03/2025 16:03,Inbounded,250305QY339NC6,Jardim Nove de Julho,06/03/2025 08:59,Ademir chaves de morais junior,06/03/2025 11:01,06/03/2025 08:01,N/A,PT2025030613C27,832036467,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA06"
BR2534133412034,1008802369_001,BR2534133412034,,LOJA DA WEB,5511942481729,05/03/2025 16:02,Inbounded,250305QY339NC6,Vila Campestre,06/03/2025 09:59,Ademir chaves de morais junior,06/03/2025 11:00,06/03/2025 08:01,N/A,PT2025030613C20,1008802369,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA13"
BR250362507462V,832040275_003,BR250362507462V,,P&H  Oficial,5511915914778,05/03/2025 16:02,Inbounded,250305QY339NC6,Jardim,06/03/2025 10:14,Ademir chaves de morais junior,06/03/2025 11:01,06/03/2025 08:01,N/A,PT2025030613C2A,832040275,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA05"
BR2500355190201,1003731394_001,BR2500355190201,,TUDO TOP UTILIDADES,5511997814959,05/03/2025 16:01,Inbounded,250305QY339NC6,Jardim Adriana,06/03/2025 09:35,Ademir chaves de morais junior,06/03/2025 11:05,06/03/2025 08:01,N/A,PT2025030613C28,1003731394,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA10"
BR254101511139Y,1003085235_004,BR254101511139Y,,INFINITY COMERCIO DE VARIEDADES,5511944438579,05/03/2025 16:01,Inbounded,250305QY339NC6,Jardim Alfredo Soncini,06/03/2025 09:07,Ademir chaves de morais junior,06/03/2025 11:04,06/03/2025 08:01,N/A,PT2025030613C1Z,1003085235,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA09"
BR2541364986815,1007379684_003,BR2541364986815,,NEW WORD MAGAZINE,5511937781681,05/03/2025 16:01,Inbounded,250305QY339NC6,Indianópolis,06/03/2025 09:19,Ademir chaves de morais junior,06/03/2025 11:05,06/03/2025 08:01,N/A,PT2025030613C29,1007379684,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA12"
BR255216704726H,832040275_003,BR255216704726H,,P&H  Oficial,5511915914778,05/03/2025 15:59,Inbounded,250305QY339NC6,JD PAULISTANO,06/03/2025 12:07,Ademir chaves de morais junior,06/03/2025 13:36,06/03/2025 08:01,N/A,PT2025030613IQC,832040275,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA05"
BR2560544770037,530370669_003,BR2560544770037,,FAST MO,5511982812817,05/03/2025 15:57,Inbounded,250305QY339NC6,Jardim Piracuama,06/03/2025 12:36,Ademir chaves de morais junior,06/03/2025 13:30,06/03/2025 08:01,N/A,PT2025030613IQB,530370669,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 72"
BR257697356888J,1388946535,BR257697356888J,,House Core,5511990044181,05/03/2025 15:57,Inbounded,250305QY339NC6,Jardim Ângela (Zona Leste),06/03/2025 12:15,Valtemir rosa da rocha,06/03/2025 13:42,06/03/2025 03:22,N/A,PT20250306135WX,1388946535,05/03/2025 23:59,1,1,,Jardim Presidente Dutra,07170150,São Paulo,Guarulhos,Jardim Presidente Dutra,"Avenida Carmela Dutra, 180, G31/32/33"
BR2527493401731,727203359_003,BR2527493401731,,Airam Curve,5511959053192,05/03/2025 15:57,Inbounded,250305QY339NC6,Jardim Guayana,06/03/2025 12:17,RODRIGO DE SOUZA JORGE RODRIGUES,06/03/2025 12:48,06/03/2025 10:56,N/A,PT2025030613IGA,727203359,05/03/2025 23:59,0,0,,Penha de França,03638030,São Paulo,São Paulo,Penha de França,"Rua Maria Emília, 175, casa amarela"
BR251806619646H,330130080_002,BR251806619646H,,LiLi tendência,5511977712888,05/03/2025 15:57,Inbounded,250305QY339NC6,Bussocaba,06/03/2025 12:39,MURILO MORENO,06/03/2025 13:51,06/03/2025 03:22,N/A,PT20250306135Y2,330130080,05/03/2025 23:59,1,1,,Centro,01022020,São Paulo,São Paulo,Centro,"R Cav Basílio Jafet, 127, 5 anda 53"
BR259221918987F,372797694_003,BR259221918987F,,Festejando25,5511993113853,05/03/2025 15:57,Inbounded,250305QY339NC6,Vila Hamburguesa,06/03/2025 12:05,JAMERSON MENDES DE CASTRO,06/03/2025 13:25,06/03/2025 03:22,N/A,PT20250306135VZ,372797694,05/03/2025 23:59,1,1,,Vila Formosa,03416000,São Paulo,São Paulo,Vila Formosa,"Rua Pretória, 1406, Loja Festejando25"
BR252312239548P,450571705_003,BR252312239548P,,Camellia Papelaria,5511985639630,05/03/2025 15:57,Inbounded,250305QY339NC6,Vila Firmiano Pinto,06/03/2025 09:20,WILTON PEREIRA,06/03/2025 10:01,06/03/2025 07:26,N/A,PT2025030613BH1,450571705,05/03/2025 23:59,0,0,,Bom Retiro,01128000,São Paulo,São Paulo,Bom Retiro,"R Barra do Tibaji, 524"
BR255327667283M,1003731394_001,BR255327667283M,,TUDO TOP UTILIDADES,5511997814959,05/03/2025 15:56,Inbounded,250305QY339NC6,Vila Silva Ribeiro,06/03/2025 08:59,Ademir chaves de morais junior,06/03/2025 11:02,06/03/2025 08:01,N/A,PT2025030613C28,1003731394,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA10"
BR253730853003Y,989926234_003,BR253730853003Y,,TIKO SHOP,5511915877777,05/03/2025 15:54,Inbounded,250305QY339NC6,Ayrosa,06/03/2025 12:23,MARCELO DELLA BELLA,06/03/2025 12:55,06/03/2025 12:10,N/A,PT2025030613JRL,989926234,05/03/2025 23:59,0,0,,Bom Retiro,01128020,São Paulo,São Paulo,Bom Retiro,"Rua Mamoré, 180"
BR255074334652A,461633669_003,BR255074334652A,,MAX MO (Atacado & Varejo),5511984537583,05/03/2025 15:53,Inbounded,250305QY339NC6,Jardim São Luís,06/03/2025 09:25,Ademir chaves de morais junior,06/03/2025 11:04,06/03/2025 08:01,N/A,PT2025030613C1L,461633669,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 76"
BR253186192251W,1003085235_004,BR253186192251W,,INFINITY COMERCIO DE VARIEDADES,5511944438579,05/03/2025 15:53,Inbounded,250305QY339NC6,Jardim Adutora,06/03/2025 09:14,Ademir chaves de morais junior,06/03/2025 11:07,06/03/2025 08:01,N/A,PT2025030613C1Z,1003085235,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA09"
BR257870966876J,1008802369_001,BR257870966876J,,LOJA DA WEB,5511942481729,05/03/2025 15:53,Inbounded,250305QY339NC6,Vila Santista,06/03/2025 12:36,Ademir chaves de morais junior,06/03/2025 13:30,06/03/2025 08:01,N/A,PT2025030613IQA,1008802369,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA13"
BR252433156472P,1003085235_004,BR252433156472P,,INFINITY COMERCIO DE VARIEDADES,5511944438579,05/03/2025 15:53,Inbounded,250305QY339NC6,Vila Marari,06/03/2025 12:21,Ademir chaves de morais junior,06/03/2025 13:40,06/03/2025 08:01,N/A,PT2025030613IPW,1003085235,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA09"
BR2548175827175,386229377_002,BR2548175827175,,Livraria Cordeiro,5511947872160,05/03/2025 15:52,Inbounded,250305QY339NC6,Vila Taquari,06/03/2025 12:05,ADILSON KAUAN DE LIMA BOMFIM,06/03/2025 12:56,06/03/2025 08:16,N/A,PT20250306135VY,386229377,05/03/2025 23:59,1,1,,Vila Frugoli,03674030,São Paulo,São Paulo,Vila Frugoli,"R Olímpio Guilherme, 263"
BR256179155590V,330130080_002,BR256179155590V,,LiLi tendência,5511977712888,05/03/2025 15:52,Inbounded,250305QY339NC6,Vila São Jorge,06/03/2025 12:34,MURILO MORENO,06/03/2025 13:52,06/03/2025 03:22,N/A,PT20250306135Y2,330130080,05/03/2025 23:59,1,1,,Centro,01022020,São Paulo,São Paulo,Centro,"R Cav Basílio Jafet, 127, 5 anda 53"
BR253549581716Z,330130080_002,BR253549581716Z,,LiLi tendência,5511977712888,05/03/2025 15:52,Inbounded,250305QY339NC6,Vila Mascote,06/03/2025 12:37,MURILO MORENO,06/03/2025 13:45,06/03/2025 03:22,N/A,PT20250306135Y2,330130080,05/03/2025 23:59,1,1,,Centro,01022020,São Paulo,São Paulo,Centro,"R Cav Basílio Jafet, 127, 5 anda 53"
BR2542051576014,372797694_003,BR2542051576014,,Festejando25,5511993113853,05/03/2025 15:52,Inbounded,250305QY339NC6,Jardim Colorado,06/03/2025 12:07,JAMERSON MENDES DE CASTRO,06/03/2025 13:25,06/03/2025 03:22,N/A,PT20250306135VZ,372797694,05/03/2025 23:59,1,1,,Vila Formosa,03416000,São Paulo,São Paulo,Vila Formosa,"Rua Pretória, 1406, Loja Festejando25"
BR2533715970253,1003085235_004,BR2533715970253,,INFINITY COMERCIO DE VARIEDADES,5511944438579,05/03/2025 15:51,Inbounded,250305QY339NC6,Lauzane Paulista,06/03/2025 09:53,Ademir chaves de morais junior,06/03/2025 11:07,06/03/2025 08:01,N/A,PT2025030613C1Z,1003085235,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA09"
BR2548147837647,569114904_002,BR2548147837647,,BEST MO,5511983993320,05/03/2025 15:51,Inbounded,250305QY339NC6,Jardim Paulista,06/03/2025 12:10,Ademir chaves de morais junior,06/03/2025 13:33,06/03/2025 08:01,N/A,PT2025030613IQ5,569114904,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 72"
BR259643423247P,530370669_003,BR259643423247P,,FAST MO,5511982812817,05/03/2025 15:51,Inbounded,250305QY339NC6,Artur Alvim,06/03/2025 12:14,Ademir chaves de morais junior,06/03/2025 13:38,06/03/2025 08:01,N/A,PT2025030613IQB,530370669,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 72"
BR252646997032M,832031799_004,BR252646997032M,,Vida Criativa ,5511916399169,05/03/2025 15:51,Inbounded,250305QY339NC6,santana,06/03/2025 10:16,Ademir chaves de morais junior,06/03/2025 11:00,06/03/2025 08:01,N/A,PT2025030613C1K,832031799,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA04"
BR254194149767J,1008802369_001,BR254194149767J,,LOJA DA WEB,5511942481729,05/03/2025 15:51,Inbounded,250305QY339NC6,Parque Reboucas,06/03/2025 09:48,Ademir chaves de morais junior,06/03/2025 11:06,06/03/2025 08:01,N/A,PT2025030613C20,1008802369,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA13"
BR251471252701Z,1085236305_002,BR251471252701Z,,Angel Home,5511982675397,05/03/2025 15:50,Inbounded,250305QY339NC6,Vila Nilo,06/03/2025 12:23,MARCOS DE OLIVEIRA BRAGA,06/03/2025 14:13,06/03/2025 11:02,N/A,PT2025030613IK2,1085236305,05/03/2025 23:59,0,0,,Chácara Belenzinho,03377000,São Paulo,São Paulo,Chácara Belenzinho,"Avenida Renata, 693, SALAO COMERCIAL"
BR258347172556I,1085236305_002,BR258347172556I,,Angel Home,5511982675397,05/03/2025 15:50,Inbounded,250305QY339NC6,I.A.P.I.,06/03/2025 12:24,MARCOS DE OLIVEIRA BRAGA,06/03/2025 14:13,06/03/2025 11:02,N/A,PT2025030613IK2,1085236305,05/03/2025 23:59,0,0,,Chácara Belenzinho,03377000,São Paulo,São Paulo,Chácara Belenzinho,"Avenida Renata, 693, SALAO COMERCIAL"
BR250897825931M,1085236305_002,BR250897825931M,,Angel Home,5511982675397,05/03/2025 15:50,Inbounded,250305QY339NC6,Jardim América da Penha,06/03/2025 12:23,MARCOS DE OLIVEIRA BRAGA,06/03/2025 14:13,06/03/2025 11:02,N/A,PT2025030613IK2,1085236305,05/03/2025 23:59,0,0,,Chácara Belenzinho,03377000,São Paulo,São Paulo,Chácara Belenzinho,"Avenida Renata, 693, SALAO COMERCIAL"
BR253742188567R,1085236305_002,BR253742188567R,,Angel Home,5511982675397,05/03/2025 15:50,Inbounded,250305QY339NC6,Vila Cruzeiro,06/03/2025 12:23,MARCOS DE OLIVEIRA BRAGA,06/03/2025 14:12,06/03/2025 11:02,N/A,PT2025030613IK2,1085236305,05/03/2025 23:59,0,0,,Chácara Belenzinho,03377000,São Paulo,São Paulo,Chácara Belenzinho,"Avenida Renata, 693, SALAO COMERCIAL"
BR252160458916A,1003731394_001,BR252160458916A,,TUDO TOP UTILIDADES,5511997814959,05/03/2025 15:50,Inbounded,250305QY339NC6,Vila das Belezas,06/03/2025 12:27,Ademir chaves de morais junior,06/03/2025 13:39,06/03/2025 08:01,N/A,PT2025030613IQ2,1003731394,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA10"
BR2545507485993,461633669_003,BR2545507485993,,MAX MO (Atacado & Varejo),5511984537583,05/03/2025 15:50,Inbounded,250305QY339NC6,Consolação,06/03/2025 12:21,Ademir chaves de morais junior,06/03/2025 13:40,06/03/2025 08:01,N/A,PT2025030613IQ4,461633669,05/03/2025 23:59,1,1,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 76"
BR259866504636Z,1007379684_003,BR259866504636Z,,NEW WORD MAGAZINE,5511937781681,05/03/2025 15:50,Inbounded,250305QY339NC6,Jardim Imperador,06/03/2025 09:26,Ademir chaves de morais junior,06/03/2025 11:03,06/03/2025 08:01,N/A,PT2025030613C29,1007379684,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA12"
BR252496427578Y,450571705_003,BR252496427578Y,,Camellia Papelaria,5511985639630,05/03/2025 15:49,Inbounded,250305QY339NC6,Jardim Record,06/03/2025 09:21,WILTON PEREIRA,06/03/2025 10:00,06/03/2025 07:26,N/A,PT2025030613BH1,450571705,05/03/2025 23:59,0,0,,Bom Retiro,01128000,São Paulo,São Paulo,Bom Retiro,"R Barra do Tibaji, 524"
BR2571827161465,461633669_003,BR2571827161465,,MAX MO (Atacado & Varejo),5511984537583,05/03/2025 15:49,Inbounded,250305QY339NC6,Super Quadra Morumbi,06/03/2025 09:33,Ademir chaves de morais junior,06/03/2025 11:04,06/03/2025 08:01,N/A,PT2025030613C1L,461633669,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 76"
BR259293920406U,569114904_002,BR259293920406U,,BEST MO,5511983993320,05/03/2025 15:49,Inbounded,250305QY339NC6,Jardim Nice,06/03/2025 09:27,Ademir chaves de morais junior,06/03/2025 11:04,06/03/2025 08:01,N/A,PT2025030613C26,569114904,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 72"
BR258782441637P,1003085235_004,BR258782441637P,,INFINITY COMERCIO DE VARIEDADES,5511944438579,05/03/2025 15:49,Inbounded,250305QY339NC6,Jd. Ansalca,06/03/2025 09:32,Ademir chaves de morais junior,06/03/2025 11:05,06/03/2025 08:01,N/A,PT2025030613C1Z,1003085235,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA09"
BR2595692784931,807581166_003,BR2595692784931,,REAL MO,5511985223888,05/03/2025 15:49,Inbounded,250305QY339NC6,Vila congonhas,06/03/2025 09:08,Ademir chaves de morais junior,06/03/2025 11:03,06/03/2025 08:01,N/A,PT2025030613C1W,807581166,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 76, SALA01"
BR250151303092D,461633669_003,BR250151303092D,,MAX MO (Atacado & Varejo),5511984537583,05/03/2025 15:48,Inbounded,250305QY339NC6,Parque Mandaqui,06/03/2025 09:36,Ademir chaves de morais junior,06/03/2025 11:06,06/03/2025 08:01,N/A,PT2025030613C1L,461633669,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 76"
BR252783631751Q,461633669_003,BR252783631751Q,,MAX MO (Atacado & Varejo),5511984537583,05/03/2025 15:48,Inbounded,250305QY339NC6,Vila Mascote,06/03/2025 09:24,Ademir chaves de morais junior,06/03/2025 11:05,06/03/2025 08:01,N/A,PT2025030613C1L,461633669,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 76"
BR259772991336J,832040275_003,BR259772991336J,,P&H  Oficial,5511915914778,05/03/2025 15:47,Inbounded,250305QY339NC6,Jardim Nossa Senhora do Carmo,06/03/2025 10:13,Ademir chaves de morais junior,06/03/2025 11:00,06/03/2025 08:01,N/A,PT2025030613C2A,832040275,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA05"
BR259422717827U,1274410077_002,BR259422717827U,,PKLS ECOMMERCE,5511986856650,05/03/2025 15:47,Inbounded,250305QY339NC6,Vila Isa,06/03/2025 13:24,Thiago Aelson Sioji,06/03/2025 14:02,06/03/2025 13:02,N/A,PT2025030713KH0,1274410077,05/03/2025 23:59,0,0,,Vila Guilherme,02067002,São Paulo,São Paulo,Vila Guilherme,"Rua Chico Pontes, 1512, golpao 11-1"
BR259963169501G,345135280_004,BR259963169501G,,Kloube,5511980696997,05/03/2025 15:47,Inbounded,250305QY339NC6,Jardim Henriqueta,06/03/2025 09:24,Marcelo Dos Santos,06/03/2025 10:31,06/03/2025 03:22,N/A,PT20250306135V7,345135280,05/03/2025 23:59,0,0,,Vila Maria Baixa,02120020,São Paulo,São Paulo,Vila Maria Baixa,"R Newton Braga, 277, Mezanino"
BR259744467887Z,832036467_003,BR259744467887Z,,RISESHOP_brasil,5511915822411,05/03/2025 15:46,Inbounded,250305QY339NC6,Vila Penteado,06/03/2025 08:59,Ademir chaves de morais junior,06/03/2025 11:01,06/03/2025 08:01,N/A,PT2025030613C27,832036467,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA06"
BR2567526324513,832040275_003,BR2567526324513,,P&H  Oficial,5511915914778,05/03/2025 15:45,Inbounded,250305QY339NC6,Jardim Guaciara,06/03/2025 09:06,Ademir chaves de morais junior,06/03/2025 11:05,06/03/2025 08:01,N/A,PT2025030613C2A,832040275,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA05"
BR254185665329N,1007379684_003,BR254185665329N,,NEW WORD MAGAZINE,5511937781681,05/03/2025 15:45,Inbounded,250305QY339NC6,Vila Miriam,06/03/2025 09:34,Ademir chaves de morais junior,06/03/2025 11:04,06/03/2025 08:01,N/A,PT2025030613C29,1007379684,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA12"
BR255100965947Z,461633669_003,BR255100965947Z,,MAX MO (Atacado & Varejo),5511984537583,05/03/2025 15:44,Inbounded,250305QY339NC6,Vila Bela Vista (Zona Norte),06/03/2025 09:12,Ademir chaves de morais junior,06/03/2025 11:06,06/03/2025 08:01,N/A,PT2025030613C1L,461633669,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Monsenhor Abreu, 76"
BR251604266830W,1003085235_004,BR251604266830W,,INFINITY COMERCIO DE VARIEDADES,5511944438579,05/03/2025 15:44,Inbounded,250305QY339NC6,Vila ré,06/03/2025 09:43,Ademir chaves de morais junior,06/03/2025 11:04,06/03/2025 08:01,N/A,PT2025030613C1Z,1003085235,05/03/2025 23:59,0,0,,Pari,03035115,São Paulo,São Paulo,Pari,"R Mns Abreu, 72, SALA09"
